Country,Year,Month,CumulativeTotalCases,MonthlyNewCases,ActiveCases,CumulativeTotalDeaths,MonthlyNewDeaths
Gambia,2020,7,5082,535,3592,131,7
Gambia,2020,8,56915,2379,43190,1715,87
Gambia,2020,9,101730,616,46996,3141,16
Gambia,2020,10,112779,93,29830,3645,7
Gambia,2020,11,111158,70,1358,3655,4
Gambia,2020,12,117239,55,459,3816,1
Gambia,2021,1,121338,293,2590,3921,4
Gambia,2021,2,123614,622,9325,3888,22
Gambia,2021,3,156819,747,10396,4864,15
Gambia,2021,4,170688,439,9874,5086,9
Gambia,2021,5,184432,95,3881,5451,5
Gambia,2021,6,180795,86,730,5406,2
Gambia,2021,7,208857,1630,15081,5962,31
Gambia,2021,8,280025,1989,15549,8379,107
Gambia,2021,9,295435,236,1293,9902,19
Gambia,2021,10,308368,31,312,10506,2
Gambia,2021,11,299463,27,372,10239,2
Gambia,2021,12,311727,178,1648,10607,1
Gambia,2022,1,346344,1672,24081,10699,4
Gambia,2022,2,333393,97,3144,10212,18
Gambia,2022,3,370989,49,599,11315,0
Gambia,2022,4,359772,7,1092,10950,0
Gambia,2022,5,167942,4,558,5110,0
Georgia,2020,2,7,2,7,0,0
Georgia,2020,3,1285,107,1152,0,0
Georgia,2020,4,9767,429,7089,104,6
Georgia,2020,5,20931,244,8050,339,6
Georgia,2020,6,25966,145,4019,410,3
Georgia,2020,7,31917,240,4260,480,2
Georgia,2020,8,41023,319,6994,542,2
Georgia,2020,9,91939,4705,44766,664,20
Georgia,2020,10,573395,32744,299399,4265,268
Georgia,2020,11,2505524,96648,514583,22454,960
Georgia,2020,12,5970896,91836,734491,59506,1238
Georgia,2021,1,7590826,30691,287741,89577,673
Georgia,2021,2,7429803,12647,114314,94071,332
Georgia,2021,3,8552929,11003,102209,113354,268
Georgia,2021,4,8819854,28549,288682,117780,332
Georgia,2021,5,10205280,33653,464467,137988,663
Georgia,2021,6,10669621,22115,288782,152378,543
Georgia,2021,7,12010406,53456,532179,171782,504
Georgia,2021,8,15060119,130277,1519848,201791,1588
Georgia,2021,9,17589843,63201,900877,249705,1538
Georgia,2021,10,20483438,106235,1113286,293511,1099
Georgia,2021,11,23631879,126396,1525672,332119,2009
Georgia,2021,12,27824856,89098,1178366,401318,1746
Georgia,2022,1,31490779,241182,1919890,447731,1180
Georgia,2022,2,40563223,429549,4708756,436879,1183
Georgia,2022,3,50715991,42774,1063254,513131,582
Georgia,2022,4,49572988,6852,84713,503488,62
Georgia,2022,5,23173043,123,15683,235353,4
Germany,2020,2,405,63,227,0,0
Germany,2020,3,589775,71729,517590,3904,775
Germany,2020,4,3945586,91201,1641025,116231,5874
Germany,2020,5,5431590,20485,527373,245604,1983
Germany,2020,6,5679179,12338,229430,267449,447
Germany,2020,7,6271275,14833,208070,284505,172
Germany,2020,8,7025565,34127,412087,289063,147
Germany,2020,9,8021215,48119,569888,284561,200
Germany,2020,10,11620768,238879,2239622,308046,1012
Germany,2020,11,24335277,537973,8182073,398304,6304
Germany,2020,12,43830932,675755,11040361,772471,17399
Germany,2021,1,62461404,480168,9883366,1447238,23671
Germany,2021,2,65660280,224676,4593812,1842968,12958
Germany,2021,3,81153469,379973,5069259,2312210,6376
Germany,2021,4,93193654,561897,8364035,2413319,6527
Germany,2021,5,111077226,297686,6861442,2696384,5626
Germany,2021,6,111664451,46305,1562117,2727534,2313
Germany,2021,7,116311171,40498,660751,2857720,712
Germany,2021,8,119268391,178697,2084758,2874933,559
Germany,2021,9,123432259,286288,4745577,2812582,1520
Germany,2021,10,136343440,366252,5027300,2957340,1684
Germany,2021,11,154928284,1273465,15774570,2964114,5878
Germany,2021,12,206089465,1295025,28299317,3342348,10619
Germany,2022,1,254542555,2719896,34171825,3597930,5771
Germany,2022,2,353090957,4927804,94211444,3388313,4919
Germany,2022,3,556452964,6403917,121415645,3930819,6599
Germany,2022,4,697277134,3533535,105121138,3996096,5855
Germany,2022,5,354437178,1012909,27413980,1916698,2007
Ghana,2020,2,0,0,0,0,0
Ghana,2020,3,1126,159,1048,38,4
Ghana,2020,4,24034,1913,21484,254,12
Ghana,2020,5,164394,5807,123233,820,19
Ghana,2020,6,370586,9860,169097,2018,76
Ghana,2020,7,826344,17760,124236,4478,70
Ghana,2020,8,1296358,8797,65658,7284,94
Ghana,2020,9,1368073,2328,19953,8725,25
Ghana,2020,10,1465986,1429,13261,9609,19
Ghana,2020,11,1501878,3612,32319,9647,3
Ghana,2020,12,1652364,3104,28490,10201,12
Ghana,2021,1,1818307,12239,68195,10999,81
Ghana,2021,2,2126691,17013,188189,14667,191
Ghana,2021,3,2727756,6560,117642,21339,136
Ghana,2021,4,2746823,1979,43746,22920,36
Ghana,2021,5,2891611,1400,42781,24264,6
Ghana,2021,6,2842901,1952,37120,23716,11
Ghana,2021,7,3067659,7105,92158,25077,27
Ghana,2021,8,3457306,16417,205025,28714,213
Ghana,2021,9,3721192,8046,149449,33148,120
Ghana,2021,10,3997960,2595,76487,36095,19
Ghana,2021,11,3919673,843,31905,36033,34
Ghana,2021,12,4140419,12066,80797,38725,86
Ghana,2022,1,4730379,13934,252228,41724,100
Ghana,2022,2,4427674,2754,23342,39909,47
Ghana,2022,3,4979431,1297,7245,44770,3
Ghana,2022,4,4832555,202,1134,43350,0
Ghana,2022,5,2257379,107,586,20230,0
Gibraltar,2020,2,0,0,0,0,0
Gibraltar,2020,3,477,68,318,0,0
Gibraltar,2020,4,3737,75,895,0,0
Gibraltar,2020,5,4649,26,219,0,0
Gibraltar,2020,6,5265,7,185,0,0
Gibraltar,2020,7,5619,10,88,0,0
Gibraltar,2020,8,6936,101,848,0,0
Gibraltar,2020,9,10175,108,1153,0,0
Gibraltar,2020,10,17099,301,3045,0,0
Gibraltar,2020,11,26480,323,3221,64,4
Gibraltar,2020,12,39599,1020,6774,174,2
Gibraltar,2021,1,106983,2074,27377,1174,70
Gibraltar,2021,2,117774,125,2864,2400,16
Gibraltar,2021,3,132123,35,702,2902,1
Gibraltar,2021,4,128388,9,283,2820,0
Gibraltar,2021,5,132904,12,95,2914,0
Gibraltar,2021,6,129524,53,505,2820,0
Gibraltar,2021,7,142352,617,5848,2914,0
Gibraltar,2021,8,161504,389,5619,2964,3
Gibraltar,2021,9,163596,195,2261,2910,0
Gibraltar,2021,10,178270,443,4455,3024,1
Gibraltar,2021,11,198306,1256,13654,2940,0
Gibraltar,2021,12,241143,1470,13260,3093,2
Gibraltar,2022,1,336522,4232,44626,3101,1
Gibraltar,2022,2,404109,2478,26650,2828,0
Gibraltar,2022,3,499235,1504,13678,3131,0
Gibraltar,2022,4,522750,905,23055,3038,1
Gibraltar,2022,5,251707,292,18173,1428,0
Greece,2020,2,15,6,15,0,0
Greece,2020,3,13513,1307,10214,347,49
Greece,2020,4,64317,1277,18011,3089,91
Greece,2020,5,86384,326,4708,4958,35
Greece,2020,6,94867,492,5030,5567,17
Greece,2020,7,121131,1068,10483,6078,14
Greece,2020,8,222402,5840,59007,7112,60
Greece,2020,9,424196,8158,89295,9706,125
Greece,2020,10,802968,20776,179729,15446,235
Greece,2020,11,2243451,66020,757258,38340,1780
Greece,2020,12,3904326,33579,438175,117878,2432
Greece,2021,1,4585941,18107,212336,167609,958
Greece,2021,2,4844582,34143,353608,172138,708
Greece,2021,3,7014206,72589,803428,224129,1589
Greece,2021,4,9230831,81344,1021413,278093,2288
Greece,2021,5,11653205,57273,778836,352667,1714
Greece,2021,6,12457292,20150,308790,373453,592
Greece,2021,7,14079957,70848,704485,397059,253
Greece,2021,8,16770653,94660,1114105,410372,682
Greece,2021,9,18710827,67803,878897,429149,1206
Greece,2021,10,21557628,86403,956553,476234,1110
Greece,2021,11,25313965,196733,2169323,508570,2219
Greece,2021,12,31960247,271950,2258155,607061,2633
Greece,2022,1,50858614,730558,9009132,683765,2710
Greece,2022,2,61690361,480253,6067134,695391,2360
Greece,2022,3,84156710,608765,6844398,828331,1650
Greece,2022,4,96337103,293493,4564132,853143,1643
Greece,2022,5,47028374,65384,937738,411218,383
Greenland,2020,2,0,0,0,0,0
Greenland,2020,3,85,9,69,0,0
Greenland,2020,4,327,1,47,0,0
Greenland,2020,5,354,2,13,0,0
Greenland,2020,6,390,0,6,0,0
Greenland,2020,7,408,1,5,0,0
Greenland,2020,8,434,0,5,0,0
Greenland,2020,9,420,0,0,0,0
Greenland,2020,10,492,3,34,0,0
Greenland,2020,11,529,1,11,0,0
Greenland,2020,12,657,9,83,0,0
Greenland,2021,1,903,3,44,0,0
Greenland,2021,2,840,0,0,0,0
Greenland,2021,3,958,1,5,0,0
Greenland,2021,4,930,0,0,0,0
Greenland,2021,5,1019,9,40,0,0
Greenland,2021,6,1386,10,230,0,0
Greenland,2021,7,2273,69,543,0,0
Greenland,2021,8,7539,215,2320,0,0
Greenland,2021,9,13439,242,2762,0,0
Greenland,2021,10,20942,223,2002,0,0
Greenland,2021,11,32327,657,5183,0,0
Greenland,2021,12,60996,1155,9063,4,0
Greenland,2022,1,225771,8096,142485,87,4
Greenland,2022,2,316813,1008,239228,277,13
Greenland,2022,3,368543,256,282328,624,3
Greenland,2022,4,359130,0,275670,630,0
Greenland,2022,5,167594,0,128646,294,0
Grenada,2020,2,0,0,0,0,0
Grenada,2020,3,52,8,52,0,0
Grenada,2020,4,428,11,325,0,0
Grenada,2020,5,674,3,210,0,0
Grenada,2020,6,690,0,33,0,0
Grenada,2020,7,715,1,2,0,0
Grenada,2020,8,744,0,17,0,0
Grenada,2020,9,720,0,0,0,0
Grenada,2020,10,802,4,58,0,0
Grenada,2020,11,1050,13,200,0,0
Grenada,2020,12,2454,86,891,0,0
Grenada,2021,1,4256,21,332,29,0
Grenada,2021,2,4144,0,29,28,0
Grenada,2021,3,4696,7,34,31,0
Grenada,2021,4,4697,5,68,30,0
Grenada,2021,5,4980,1,11,31,0
Grenada,2021,6,4830,0,0,30,0
Grenada,2021,7,5027,3,24,31,0
Grenada,2021,8,7009,375,1561,33,1
Grenada,2021,9,93699,4601,52056,1658,137
Grenada,2021,10,175390,700,11033,5663,59
Grenada,2021,11,176029,54,2212,5984,2
Grenada,2021,12,184086,287,2340,6200,0
Grenada,2022,1,294471,6155,64067,6310,10
Grenada,2022,2,370822,1354,12916,5963,6
Grenada,2022,3,428942,322,2923,6723,2
Grenada,2022,4,426626,617,4743,6571,2
Grenada,2022,5,216814,1715,12237,3084,1
Guadeloupe,2020,2,0,0,0,0,0
Guadeloupe,2020,3,1046,113,951,22,3
Guadeloupe,2020,4,4301,37,2164,271,8
Guadeloupe,2020,5,4834,11,1014,406,2
Guadeloupe,2020,6,5121,20,158,420,0
Guadeloupe,2020,7,6115,83,554,434,0
Guadeloupe,2020,8,17841,1004,9416,453,2
Guadeloupe,2020,9,92764,4259,59549,857,41
Guadeloupe,2020,10,211083,2077,139822,2920,69
Guadeloupe,2020,11,243200,739,171733,4207,23
Guadeloupe,2020,12,263985,316,189765,4718,5
Guadeloupe,2021,1,275606,437,201330,4774,0
Guadeloupe,2021,2,264308,649,197141,4391,5
Guadeloupe,2021,3,332835,1935,258264,5069,11
Guadeloupe,2021,4,384010,2874,311389,5361,28
Guadeloupe,2021,5,493406,1975,417107,6693,23
Guadeloupe,2021,6,500955,498,426669,6786,9
Guadeloupe,2021,7,545607,2475,468559,7298,12
Guadeloupe,2021,8,1020897,29878,941502,9645,297
Guadeloupe,2021,9,1550360,4204,1463954,18906,169
Guadeloupe,2021,10,1676262,952,1583946,22566,34
Guadeloupe,2021,11,1648700,709,1558852,22348,4
Guadeloupe,2021,12,1722256,789,1629292,23214,4
Guadeloupe,2022,1,2413877,49284,2320639,23488,23
Guadeloupe,2022,2,3360937,21323,3275145,22792,64
Guadeloupe,2022,3,4060324,10685,3964459,26115,15
Guadeloupe,2022,4,4189885,2803,4096775,25610,2
Guadeloupe,2022,5,1961820,0,1918364,11956,0
Guatemala,2020,2,0,0,0,0,0
Guatemala,2020,3,344,37,273,17,0
Guatemala,2020,4,7119,547,6168,201,15
Guatemala,2020,5,62852,4154,55424,1231,86
Guatemala,2020,6,316540,12670,245241,12084,644
Guatemala,2020,7,1060107,32380,530193,42183,1178
Guatemala,2020,8,1938713,24285,296405,73876,836
Guatemala,2020,9,2495864,17672,244650,90528,486
Guatemala,2020,10,3106103,16193,231540,107934,483
Guatemala,2020,11,3454791,14123,200049,118488,442
Guatemala,2020,12,4047232,15950,214743,139914,642
Guatemala,2021,1,4594145,21492,263698,161539,830
Guatemala,2021,2,4687392,15038,204494,170427,750
Guatemala,2021,3,5724230,19856,269979,205058,447
Guatemala,2021,4,6287226,33273,393850,214777,684
Guatemala,2021,5,7481843,26746,405818,243847,641
Guatemala,2021,6,8247675,39166,509242,257865,1050
Guatemala,2021,7,10238191,74901,949323,305125,1124
Guatemala,2021,8,12965133,101793,1362005,346307,1587
Guatemala,2021,9,15579945,90038,1220728,385252,1638
Guatemala,2021,10,18146494,41257,449158,444010,1530
Guatemala,2021,11,18315608,16412,83302,469852,849
Guatemala,2021,12,19311961,10375,37875,497522,164
Guatemala,2022,1,20310944,61931,702504,502294,278
Guatemala,2022,2,20694441,87380,1289080,467009,592
Guatemala,2022,3,25059392,51204,724655,532531,335
Guatemala,2022,4,25134762,17672,128186,522983,272
Guatemala,2022,5,11888760,5331,31459,247708,208
Guinea,2020,2,0,0,0,0,0
Guinea,2020,3,105,21,105,0,0
Guinea,2020,4,15955,1473,13098,84,6
Guinea,2020,5,80843,2211,44732,472,16
Guinea,2020,6,139077,1685,38675,779,10
Guinea,2020,7,196485,1917,31128,1205,13
Guinea,2020,8,261346,2101,31026,1616,13
Guinea,2020,9,303594,1243,19779,1899,7
Guinea,2020,10,350904,1420,27854,2153,6
Guinea,2020,11,379125,1047,37704,2235,4
Guinea,2020,12,417185,603,20041,2451,5
Guinea,2021,1,437794,824,17916,2517,1
Guinea,2021,2,422587,1446,13277,2388,7
Guinea,2021,3,559036,3916,68427,3275,36
Guinea,2021,4,637726,2307,74570,4078,19
Guinea,2021,5,706495,962,68576,4751,17
Guinea,2021,6,703461,593,44468,4989,10
Guinea,2021,7,759870,1918,26858,5831,49
Guinea,2021,8,864396,3813,64152,8873,117
Guinea,2021,9,902783,910,45989,10990,42
Guinea,2021,10,947328,242,29247,11899,6
Guinea,2021,11,921560,117,20518,11596,2
Guinea,2021,12,959190,1281,24198,12037,4
Guinea,2022,1,1084941,4115,108025,12587,28
Guinea,2022,2,1017068,231,89771,12175,21
Guinea,2022,3,1129467,62,39807,13640,0
Guinea,2022,4,1093770,0,1290,13200,0
Guinea,2022,5,510564,138,601,6162,2
Guinea Bissau,2020,2,0,0,0,0,0
Guinea Bissau,2020,3,26,6,26,0,0
Guinea Bissau,2020,4,1520,197,1417,5,0
Guinea Bissau,2020,5,26923,1051,25804,133,7
Guinea Bissau,2020,6,44361,398,38863,462,16
Guinea Bissau,2020,7,58039,327,34116,795,2
Guinea Bissau,2020,8,65237,224,33415,959,8
Guinea Bissau,2020,9,68413,119,29656,1149,5
Guinea Bissau,2020,10,74077,89,18421,1256,2
Guinea Bissau,2020,11,72584,28,6263,1280,3
Guinea Bissau,2020,12,75807,11,1247,1374,1
Guinea Bissau,2021,1,77362,182,1378,1395,0
Guinea Bissau,2021,2,82434,628,11557,1298,3
Guinea Bissau,2021,3,107408,388,19353,1669,15
Guinea Bissau,2021,4,110920,84,15139,1982,4
Guinea Bissau,2021,5,116142,32,7569,2090,1
Guinea Bissau,2021,6,114422,93,5836,2060,1
Guinea Bissau,2021,7,126022,620,8953,2225,7
Guinea Bissau,2021,8,160585,1320,21249,2916,43
Guinea Bissau,2021,9,180534,308,22302,3862,21
Guinea Bissau,2021,10,189852,27,17757,4361,1
Guinea Bissau,2021,11,189806,306,5323,4337,7
Guinea Bissau,2021,12,200104,44,575,4617,1
Guinea Bissau,2022,1,217496,1102,14806,4700,7
Guinea Bissau,2022,2,219998,415,22820,4541,11
Guinea Bissau,2022,3,250571,148,26151,5222,3
Guinea Bissau,2022,4,245259,53,19764,5112,1
Guinea Bissau,2022,5,114966,20,4303,2394,0
Guyana,2020,2,0,0,0,0,0
Guyana,2020,3,158,12,137,21,1
Guyana,2020,4,1560,70,1122,184,7
Guyana,2020,5,3616,71,1907,314,3
Guyana,2020,6,5398,92,2183,360,0
Guyana,2020,7,9979,168,4697,547,8
Guyana,2020,8,24093,893,12149,815,19
Guyana,2020,9,61605,1588,22773,1769,41
Guyana,2020,10,112464,1268,30251,3310,44
Guyana,2020,11,144708,1244,26122,4184,27
Guyana,2020,12,185193,926,19800,4879,13
Guyana,2021,1,213467,1309,16494,5262,12
Guyana,2021,2,229334,944,17728,5203,19
Guyana,2021,3,289705,1664,22110,6552,36
Guyana,2021,4,349462,3034,39363,7943,65
Guyana,2021,5,471656,3669,59052,10578,93
Guyana,2021,6,558603,3103,50391,13015,80
Guyana,2021,7,661977,2468,38701,15667,72
Guyana,2021,8,737193,3025,35786,17960,81
Guyana,2021,9,862274,6279,96205,21071,164
Guyana,2021,10,1058462,3721,111371,26667,127
Guyana,2021,11,1105540,2326,63016,28834,81
Guyana,2021,12,1199564,1699,25774,31829,60
Guyana,2022,1,1567195,20316,268020,34162,114
Guyana,2022,2,1739118,3032,77281,33540,52
Guyana,2022,3,1957446,332,6003,37966,6
Guyana,2022,4,1900825,220,2785,36815,2
Guyana,2022,5,890404,331,2171,17192,0
Haiti,2020,2,0,0,0,0,0
Haiti,2020,3,96,13,93,0,0
Haiti,2020,4,1363,66,1216,92,7
Haiti,2020,5,17239,1784,16036,635,33
Haiti,2020,6,127713,4068,120230,2184,64
Haiti,2020,7,211350,1479,110930,4285,56
Haiti,2020,8,243249,812,75109,5823,40
Haiti,2020,9,255714,542,61412,6570,28
Haiti,2020,10,276880,291,46659,7148,3
Haiti,2020,11,275327,237,35947,6961,1
Haiti,2020,12,298291,721,33459,7251,3
Haiti,2021,1,332896,1575,50215,7435,9
Haiti,2021,2,338804,858,69759,6907,4
Haiti,2021,3,392197,314,64810,7765,2
Haiti,2021,4,386810,332,29273,7544,3
Haiti,2021,5,419907,1359,27957,8552,57
Haiti,2021,6,504176,4205,113808,10994,125
Haiti,2021,7,603930,1499,177986,15415,119
Haiti,2021,8,638474,759,118112,17857,31
Haiti,2021,9,639868,1000,52226,17949,25
Haiti,2021,10,711901,2044,71493,20089,60
Haiti,2021,11,737128,1215,94757,21194,67
Haiti,2021,12,799864,810,80491,23550,28
Haiti,2022,1,851781,3232,85455,24137,20
Haiti,2022,2,839636,1125,116355,22676,34
Haiti,2022,3,944224,205,88619,25617,13
Haiti,2022,4,918147,143,18570,25035,2
Haiti,2022,5,429859,23,4247,11690,0
Holy See,2020,2,0,0,0,0,0
Holy See,2020,3,58,5,58,0,0
Holy See,2020,4,247,5,201,0,0
Holy See,2020,5,367,1,305,0,0
Holy See,2020,6,360,0,50,0,0
Holy See,2020,7,372,0,0,0,0
Holy See,2020,8,372,0,0,0,0
Holy See,2020,9,360,0,0,0,0
Holy See,2020,10,646,15,229,0,0
Holy See,2020,11,810,0,360,0,0
Holy See,2020,12,837,0,372,0,0
Holy See,2021,1,837,0,372,0,0
Holy See,2021,2,756,0,336,0,0
Holy See,2021,3,837,0,372,0,0
Holy See,2021,4,810,0,360,0,0
Holy See,2021,5,837,0,204,0,0
Holy See,2021,6,810,0,0,0,0
Holy See,2021,7,837,0,0,0,0
Holy See,2021,8,837,0,0,0,0
Holy See,2021,9,810,0,0,0,0
Holy See,2021,10,837,0,0,0,0
Holy See,2021,11,810,0,0,0,0
Holy See,2021,12,837,0,0,0,0
Holy See,2022,1,865,2,25,0,0
Holy See,2022,2,812,0,28,0,0
Holy See,2022,3,899,0,31,0,0
Holy See,2022,4,870,0,8,0,0
Holy See,2022,5,406,0,0,0,0
Honduras,2020,2,0,0,0,0,0
Honduras,2020,3,853,139,821,20,6
Honduras,2020,4,13242,630,11419,1095,64
Honduras,2020,5,82528,4323,69125,4199,130
Honduras,2020,6,303318,13724,261123,9890,284
Honduras,2020,7,952866,22608,817181,26599,827
Honduras,2020,8,1565516,18748,1283852,48752,546
Honduras,2020,9,2059557,15924,1433222,63235,465
Honduras,2020,10,2684845,20790,1554088,78556,346
Honduras,2020,11,3076465,11000,1656505,84235,240
Honduras,2020,12,3561511,13939,1841017,93110,221
Honduras,2021,1,4125805,25273,2181751,103619,462
Honduras,2021,2,4467737,22654,2589878,108228,549
Honduras,2021,3,5552005,18760,3277504,135541,458
Honduras,2021,4,5964592,22562,3543129,146874,662
Honduras,2021,5,6990335,26505,4260938,181934,1055
Honduras,2021,6,7475060,24488,4597667,199931,664
Honduras,2021,7,8638929,35042,5446810,228985,854
Honduras,2021,8,9876204,41646,6384147,260691,1068
Honduras,2021,9,10634144,27237,7103220,281643,875
Honduras,2021,10,11522626,9523,7693063,312118,465
Honduras,2021,11,11310083,2412,7454524,310554,161
Honduras,2021,12,11740710,1613,7605887,323130,31
Honduras,2022,1,11943463,12332,7694334,324369,70
Honduras,2022,2,11329544,19338,7466681,297403,216
Honduras,2022,3,12928788,9850,8553696,335908,160
Honduras,2022,4,12655945,2117,8384656,326669,13
Honduras,2022,5,5936705,1211,3931202,152531,3
Hungary,2020,2,0,0,0,0,0
Hungary,2020,3,3523,490,3097,121,15
Hungary,2020,4,48798,2283,37371,4470,296
Hungary,2020,5,106717,1101,52926,13618,214
Hungary,2020,6,121673,279,30860,16819,59
Hungary,2020,7,133397,350,18898,18399,11
Hungary,2020,8,154696,1634,24374,18820,19
Hungary,2020,9,450339,20322,299309,20012,150
Hungary,2020,10,1426535,48860,999100,35632,985
Hungary,2020,11,4340462,141801,3194177,95473,3073
Hungary,2020,12,8774928,105392,5583217,229099,4714
Hungary,2021,1,10794651,45072,3729866,346855,2987
Hungary,2021,2,10954073,61013,2319986,384874,2450
Hungary,2021,3,16553070,223834,4853064,543043,5763
Hungary,2021,4,21975323,126915,7774362,733442,6803
Hungary,2021,5,24673915,25190,4650789,898997,2193
Hungary,2021,6,24207963,3590,1494534,897466,259
Hungary,2021,7,25071230,1363,1108506,930343,34
Hungary,2021,8,25128946,2846,495461,931322,32
Hungary,2021,9,24503571,10368,199390,903405,132
Hungary,2021,10,25969172,40714,496404,942673,539
Hungary,2021,11,29142816,239689,3257462,971527,3792
Hungary,2021,12,37227269,153307,4834752,1151470,4665
Hungary,2022,1,42237613,296990,4584069,1251171,2219
Hungary,2022,2,47687028,234139,5814723,1195001,2544
Hungary,2022,3,56441915,64327,3595999,1389260,1521
Hungary,2022,4,56352441,49146,2435887,1376027,731
Hungary,2022,5,26669609,8931,659058,647967,142
Iceland,2020,2,2,0,0,0,0
Iceland,2020,3,11410,1134,0,19,2
Iceland,2020,4,50142,662,0,234,8
Iceland,2020,5,55864,9,0,310,0
Iceland,2020,6,54362,18,0,300,0
Iceland,2020,7,57048,61,0,310,0
Iceland,2020,8,62236,222,0,310,0
Iceland,2020,9,69143,621,0,300,0
Iceland,2020,10,119128,2137,0,332,3
Iceland,2020,11,155413,527,0,696,13
Iceland,2020,12,173280,362,0,863,3
Iceland,2021,1,183571,248,0,899,0
Iceland,2021,2,168949,47,0,812,0
Iceland,2021,3,189143,156,0,899,0
Iceland,2021,4,189420,267,0,870,0
Iceland,2021,5,202573,114,0,905,1
Iceland,2021,6,198648,63,0,900,0
Iceland,2021,7,214767,1310,0,930,0
Iceland,2021,8,295617,2830,0,944,3
Iceland,2021,9,340516,1012,0,990,0
Iceland,2021,10,390793,1871,0,1023,0
Iceland,2021,11,475118,4222,0,1024,2
Iceland,2021,12,655987,11338,0,1116,2
Iceland,2022,1,1483808,38524,0,1318,9
Iceland,2022,2,2679268,62088,0,1538,16
Iceland,2022,3,5057271,51546,0,2607,39
Iceland,2022,4,5523143,4268,0,3275,18
Iceland,2022,5,2604553,887,0,1670,1
India,2020,2,45,0,0,0,0
India,2020,3,10298,1394,9219,236,36
India,2020,4,449918,33466,349329,14543,1123
India,2020,5,3088494,155746,1776164,95376,4333
India,2020,6,10961807,395183,4700145,337724,12225
India,2020,7,32862308,1111262,11288467,829206,19604
India,2020,8,82700011,1990885,20781779,1621472,29622
India,2020,9,151655757,2622328,28188493,2534057,33944
India,2020,10,228583117,1872614,24070169,3558122,23944
India,2020,11,265830168,1280373,14273860,3997241,15880
India,2020,12,308000497,823075,10229039,4569124,11637
India,2021,1,326968160,472290,6290413,4821591,5565
India,2021,2,305981703,353437,4085595,4461778,2839
